move_id,name,pokedex_num
3,oricorio-baile,741.0
3,salandit,757.0
3,salazzle,758.0
3,steenee,762.0
3,tsareena,763.0
4,hitmonchan,107.0
4,kangaskhan,115.0
4,ledyba,165.0
4,ledian,166.0
4,timburr,532.0
4,pancham,674.0
4,pangoro,675.0
4,buzzwole,794.0
5,charmander,4.0
5,charmeleon,5.0
5,charizard,6.0
5,squirtle,7.0
5,wartortle,8.0
5,blastoise,9.0
5,pikachu,25.0
5,raichu,26.0
5,nidoqueen,31.0
5,nidoking,34.0
5,clefairy,35.0
5,clefable,36.0
5,jigglypuff,39.0
5,wigglytuff,40.0
5,psyduck,54.0
5,golduck,55.0
5,mankey,56.0
5,primeape,57.0
5,poliwhirl,61.0
5,poliwrath,62.0
5,abra,63.0
5,kadabra,64.0
5,alakazam,65.0
5,machop,66.0
5,machoke,67.0
5,machamp,68.0
5,geodude,74.0
5,graveler,75.0
5,golem,76.0
5,slowbro,80.0
5,gengar,94.0
5,drowzee,96.0
5,hypno,97.0
5,cubone,104.0
5,marowak,105.0
5,hitmonlee,106.0
5,hitmonchan,107.0
5,lickitung,108.0
5,rhydon,112.0
5,chansey,113.0
5,kangaskhan,115.0
5,mr-mime,122.0
5,jynx,124.0
5,electabuzz,125.0
5,magmar,126.0
5,snorlax,143.0
5,dragonite,149.0
5,mewtwo,150.0
5,mew,151.0
5,typhlosion,157.0
5,totodile,158.0
5,croconaw,159.0
5,feraligatr,160.0
5,ledyba,165.0
5,ledian,166.0
5,pichu,172.0
5,cleffa,173.0
5,igglybuff,174.0
5,togepi,175.0
5,togetic,176.0
5,flaaffy,180.0
5,ampharos,181.0
5,marill,183.0
5,azumarill,184.0
5,sudowoodo,185.0
5,politoed,186.0
5,aipom,190.0
5,quagsire,195.0
5,slowking,199.0
5,snubbull,209.0
5,granbull,210.0
5,sneasel,215.0
5,teddiursa,216.0
5,ursaring,217.0
5,delibird,225.0
5,tyrogue,236.0
5,hitmontop,237.0
5,smoochum,238.0
5,elekid,239.0
5,magby,240.0
5,miltank,241.0
5,blissey,242.0
5,tyranitar,248.0
5,treecko,252.0
5,grovyle,253.0
5,sceptile,254.0
5,torchic,255.0
5,combusken,256.0
5,blaziken,257.0
5,marshtomp,259.0
5,swampert,260.0
5,lombre,271.0
5,ludicolo,272.0
5,ralts,280.0
5,kirlia,281.0
5,gardevoir,282.0
5,breloom,286.0
5,slakoth,287.0
5,vigoroth,288.0
5,slaking,289.0
5,whismur,293.0
5,loudred,294.0
5,exploud,295.0
5,makuhita,296.0
5,hariyama,297.0
5,sableye,302.0
5,mawile,303.0
5,aggron,306.0
5,meditite,307.0
5,medicham,308.0
5,plusle,311.0
5,minun,312.0
5,volbeat,313.0
5,illumise,314.0
5,grumpig,326.0
5,spinda,327.0
5,flygon,330.0
5,cacnea,331.0
5,cacturne,332.0
5,zangoose,335.0
5,kecleon,352.0
5,dusclops,356.0
5,regirock,377.0
5,regice,378.0
5,registeel,379.0
5,groudon,383.0
5,jirachi,385.0
5,buneary,427.0
5,lopunny,428.0
5,munchlax,446.0
5,riolu,447.0
5,lucario,448.0
5,croagunk,453.0
5,toxicroak,454.0
5,snover,459.0
5,abomasnow,460.0
5,weavile,461.0
5,lickilicky,463.0
5,rhyperior,464.0
5,electivire,466.0
5,magmortar,467.0
5,togekiss,468.0
5,gallade,475.0
5,dusknoir,477.0
5,regigigas,486.0
5,victini,494.0
5,audino,531.0
5,timburr,532.0
5,gurdurr,533.0
5,conkeldurr,534.0
5,seismitoad,537.0
5,throh,538.0
5,sawk,539.0
5,krokorok,552.0
5,krookodile,553.0
5,darumaka,554.0
5,darmanitan-standard,555.0
5,scraggy,559.0
5,scrafty,560.0
5,zoroark,571.0
5,reuniclus,579.0
5,cubchoo,613.0
5,beartic,614.0
5,mienfoo,619.0
5,mienshao,620.0
5,druddigon,621.0
5,golett,622.0
5,golurk,623.0
5,diggersby,660.0
5,pancham,674.0
5,pangoro,675.0
5,heliolisk,695.0
5,hawlucha,701.0
5,goodra,706.0
5,incineroar,727.0
5,stufful,759.0
5,bewear,760.0
5,oranguru,765.0
5,passimian,766.0
5,turtonator,776.0
5,hakamo-o,783.0
5,kommo-o,784.0
5,tapu-bulu,787.0
5,buzzwole,794.0
5,guzzlord,799.0
5,marshadow,802.0
5,zeraora,807.0
5,melmetal,809.0
5,grookey,810.0
5,thwackey,811.0
5,rillaboom,812.0
5,coalossal,839.0
5,toxtricity-amped,849.0
5,clobbopus,852.0
5,grapploct,853.0
5,impidimp,859.0
5,morgrem,860.0
5,grimmsnarl,861.0
5,obstagoon,862.0
5,mr-rime,866.0
5,dracozolt,880.0
5,arctozolt,881.0
5,kubfu,891.0
5,urshifu-single-strike,892.0
5,zarude,893.0
6,pikachu,25.0
6,raichu,26.0
6,nidoqueen,31.0
6,nidoking,34.0
6,meowth,52.0
6,persian,53.0
6,psyduck,54.0
6,golduck,55.0
6,mankey,56.0
6,primeape,57.0
6,rapidash,78.0
6,slowpoke,79.0
6,slowbro,80.0
6,seel,86.0
6,dewgong,87.0
6,rhydon,112.0
6,eevee,133.0
6,vaporeon,134.0
6,jolteon,135.0
6,flareon,136.0
6,snorlax,143.0
6,mewtwo,150.0
6,mew,151.0
6,hoppip,187.0
6,espeon,196.0
6,umbreon,197.0
6,slowking,199.0
6,munchlax,446.0
6,rhyperior,464.0
6,leafeon,470.0
6,glaceon,471.0
6,purrloin,509.0
6,liepard,510.0
6,espurr,677.0
6,meowstic-male,678.0
6,sylveon,700.0
6,litten,725.0
6,torracat,726.0
6,incineroar,727.0
6,zeraora,807.0
6,perrserker,863.0
6,indeedee-male,876.0
6,calyrex,898.0
7,charmander,4.0
7,charmeleon,5.0
7,charizard,6.0
7,nidoqueen,31.0
7,nidoking,34.0
7,clefairy,35.0
7,clefable,36.0
7,jigglypuff,39.0
7,wigglytuff,40.0
7,mankey,56.0
7,primeape,57.0
7,abra,63.0
7,kadabra,64.0
7,alakazam,65.0
7,machop,66.0
7,machoke,67.0
7,machamp,68.0
7,geodude,74.0
7,graveler,75.0
7,golem,76.0
7,grimer,88.0
7,muk,89.0
7,gastly,92.0
7,haunter,93.0
7,gengar,94.0
7,drowzee,96.0
7,hypno,97.0
7,cubone,104.0
7,marowak,105.0
7,hitmonchan,107.0
7,lickitung,108.0
7,rhydon,112.0
7,chansey,113.0
7,kangaskhan,115.0
7,mr-mime,122.0
7,electabuzz,125.0
7,magmar,126.0
7,snorlax,143.0
7,dragonite,149.0
7,mewtwo,150.0
7,mew,151.0
7,typhlosion,157.0
7,sentret,161.0
7,furret,162.0
7,flaaffy,180.0
7,ampharos,181.0
7,sudowoodo,185.0
7,aipom,190.0
7,snubbull,209.0
7,granbull,210.0
7,teddiursa,216.0
7,ursaring,217.0
7,elekid,239.0
7,magby,240.0
7,miltank,241.0
7,blissey,242.0
7,tyranitar,248.0
7,combusken,256.0
7,blaziken,257.0
7,lombre,271.0
7,ludicolo,272.0
7,ralts,280.0
7,kirlia,281.0
7,gardevoir,282.0
7,slakoth,287.0
7,vigoroth,288.0
7,slaking,289.0
7,whismur,293.0
7,loudred,294.0
7,exploud,295.0
7,makuhita,296.0
7,hariyama,297.0
7,nosepass,299.0
7,sableye,302.0
7,aggron,306.0
7,meditite,307.0
7,medicham,308.0
7,gulpin,316.0
7,swalot,317.0
7,grumpig,326.0
7,spinda,327.0
7,flygon,330.0
7,zangoose,335.0
7,kecleon,352.0
7,dusclops,356.0
7,regirock,377.0
7,groudon,383.0
7,jirachi,385.0
7,deoxys-normal,386.0
7,chimchar,390.0
7,monferno,391.0
7,infernape,392.0
7,cranidos,408.0
7,rampardos,409.0
7,ambipom,424.0
7,buneary,427.0
7,lopunny,428.0
7,munchlax,446.0
7,lickilicky,463.0
7,rhyperior,464.0
7,electivire,466.0
7,magmortar,467.0
7,gallade,475.0
7,probopass,476.0
7,dusknoir,477.0
7,uxie,480.0
7,mesprit,481.0
7,azelf,482.0
7,regigigas,486.0
7,victini,494.0
7,pignite,499.0
7,emboar,500.0
7,watchog,505.0
7,pansear,513.0
7,simisear,514.0
7,audino,531.0
7,timburr,532.0
7,gurdurr,533.0
7,conkeldurr,534.0
7,throh,538.0
7,sawk,539.0
7,darumaka,554.0
7,darmanitan-standard,555.0
7,scraggy,559.0
7,scrafty,560.0
7,reuniclus,579.0
7,eelektross,604.0
7,druddigon,621.0
7,golett,622.0
7,golurk,623.0
7,heatmor,631.0
7,meloetta-aria,648.0
7,braixen,654.0
7,delphox,655.0
7,diggersby,660.0
7,pancham,674.0
7,pangoro,675.0
7,heliolisk,695.0
7,hawlucha,701.0
7,goodra,706.0
7,hoopa,720.0
7,incineroar,727.0
7,gumshoos,735.0
7,kommo-o,784.0
7,marshadow,802.0
7,blacephalon,806.0
7,zeraora,807.0
7,cinderace,815.0
7,coalossal,839.0
7,toxtricity-amped,849.0
7,grimmsnarl,861.0
7,obstagoon,862.0
7,kubfu,891.0
7,urshifu-single-strike,892.0
8,squirtle,7.0
8,wartortle,8.0
8,blastoise,9.0
8,nidoqueen,31.0
8,nidoking,34.0
8,clefairy,35.0
8,clefable,36.0
8,jigglypuff,39.0
8,wigglytuff,40.0
8,psyduck,54.0
8,golduck,55.0
8,mankey,56.0
8,primeape,57.0
8,poliwhirl,61.0
8,poliwrath,62.0
8,abra,63.0
8,kadabra,64.0
8,alakazam,65.0
8,machop,66.0
8,machoke,67.0
8,machamp,68.0
8,slowbro,80.0
8,grimer,88.0
8,muk,89.0
8,gastly,92.0
8,haunter,93.0
8,gengar,94.0
8,drowzee,96.0
8,hypno,97.0
8,hitmonchan,107.0
8,lickitung,108.0
8,rhydon,112.0
8,chansey,113.0
8,kangaskhan,115.0
8,mr-mime,122.0
8,jynx,124.0
8,electabuzz,125.0
8,snorlax,143.0
8,dragonite,149.0
8,mewtwo,150.0
8,mew,151.0
8,totodile,158.0
8,croconaw,159.0
8,feraligatr,160.0
8,sentret,161.0
8,furret,162.0
8,ledyba,165.0
8,ledian,166.0
8,marill,183.0
8,azumarill,184.0
8,sudowoodo,185.0
8,politoed,186.0
8,aipom,190.0
8,wooper,194.0
8,quagsire,195.0
8,slowking,199.0
8,snubbull,209.0
8,granbull,210.0
8,sneasel,215.0
8,teddiursa,216.0
8,ursaring,217.0
8,delibird,225.0
8,smoochum,238.0
8,elekid,239.0
8,miltank,241.0
8,blissey,242.0
8,tyranitar,248.0
8,marshtomp,259.0
8,swampert,260.0
8,lombre,271.0
8,ludicolo,272.0
8,ralts,280.0
8,kirlia,281.0
8,gardevoir,282.0
8,slakoth,287.0
8,vigoroth,288.0
8,slaking,289.0
8,whismur,293.0
8,loudred,294.0
8,exploud,295.0
8,makuhita,296.0
8,hariyama,297.0
8,nosepass,299.0
8,sableye,302.0
8,mawile,303.0
8,aggron,306.0
8,meditite,307.0
8,medicham,308.0
8,volbeat,313.0
8,illumise,314.0
8,gulpin,316.0
8,swalot,317.0
8,grumpig,326.0
8,spinda,327.0
8,zangoose,335.0
8,kecleon,352.0
8,dusclops,356.0
8,metang,375.0
8,metagross,376.0
8,regirock,377.0
8,regice,378.0
8,registeel,379.0
8,jirachi,385.0
8,deoxys-normal,386.0
8,buizel,418.0
8,floatzel,419.0
8,ambipom,424.0
8,buneary,427.0
8,lopunny,428.0
8,munchlax,446.0
8,riolu,447.0
8,lucario,448.0
8,croagunk,453.0
8,toxicroak,454.0
8,snover,459.0
8,abomasnow,460.0
8,weavile,461.0
8,lickilicky,463.0
8,rhyperior,464.0
8,electivire,466.0
8,gallade,475.0
8,probopass,476.0
8,dusknoir,477.0
8,froslass,478.0
8,uxie,480.0
8,mesprit,481.0
8,azelf,482.0
8,regigigas,486.0
8,watchog,505.0
8,panpour,515.0
8,simipour,516.0
8,audino,531.0
8,timburr,532.0
8,gurdurr,533.0
8,conkeldurr,534.0
8,seismitoad,537.0
8,throh,538.0
8,sawk,539.0
8,scraggy,559.0
8,scrafty,560.0
8,reuniclus,579.0
8,cubchoo,613.0
8,beartic,614.0
8,golett,622.0
8,golurk,623.0
8,meloetta-aria,648.0
8,frogadier,657.0
8,greninja,658.0
8,diggersby,660.0
8,pancham,674.0
8,pangoro,675.0
8,hoopa,720.0
8,gumshoos,735.0
8,crabrawler,739.0
8,crabominable,740.0
8,stufful,759.0
8,bewear,760.0
8,kommo-o,784.0
8,tapu-fini,788.0
8,buzzwole,794.0
8,marshadow,802.0
8,melmetal,809.0
8,clobbopus,852.0
8,grapploct,853.0
8,grimmsnarl,861.0
8,obstagoon,862.0
8,mr-rime,866.0
8,eiscue-ice,875.0
8,kubfu,891.0
8,urshifu-single-strike,892.0
9,charmander,4.0
9,charmeleon,5.0
9,charizard,6.0
9,pikachu,25.0
9,raichu,26.0
9,nidoqueen,31.0
9,nidoking,34.0
9,clefairy,35.0
9,clefable,36.0
9,jigglypuff,39.0
9,wigglytuff,40.0
9,mankey,56.0
9,primeape,57.0
9,abra,63.0
9,kadabra,64.0
9,alakazam,65.0
9,machop,66.0
9,machoke,67.0
9,machamp,68.0
9,geodude,74.0
9,graveler,75.0
9,golem,76.0
9,grimer,88.0
9,muk,89.0
9,gastly,92.0
9,haunter,93.0
9,gengar,94.0
9,drowzee,96.0
9,hypno,97.0
9,cubone,104.0
9,marowak,105.0
9,hitmonchan,107.0
9,lickitung,108.0
9,rhydon,112.0
9,chansey,113.0
9,kangaskhan,115.0
9,mr-mime,122.0
9,electabuzz,125.0
9,magmar,126.0
9,snorlax,143.0
9,dragonite,149.0
9,mewtwo,150.0
9,mew,151.0
9,typhlosion,157.0
9,sentret,161.0
9,furret,162.0
9,ledyba,165.0
9,ledian,166.0
9,pichu,172.0
9,flaaffy,180.0
9,ampharos,181.0
9,sudowoodo,185.0
9,aipom,190.0
9,snubbull,209.0
9,granbull,210.0
9,teddiursa,216.0
9,ursaring,217.0
9,elekid,239.0
9,magby,240.0
9,miltank,241.0
9,blissey,242.0
9,tyranitar,248.0
9,treecko,252.0
9,grovyle,253.0
9,sceptile,254.0
9,combusken,256.0
9,blaziken,257.0
9,lombre,271.0
9,ludicolo,272.0
9,ralts,280.0
9,kirlia,281.0
9,gardevoir,282.0
9,breloom,286.0
9,slakoth,287.0
9,vigoroth,288.0
9,slaking,289.0
9,whismur,293.0
9,loudred,294.0
9,exploud,295.0
9,makuhita,296.0
9,hariyama,297.0
9,nosepass,299.0
9,sableye,302.0
9,mawile,303.0
9,aggron,306.0
9,meditite,307.0
9,medicham,308.0
9,plusle,311.0
9,minun,312.0
9,volbeat,313.0
9,illumise,314.0
9,gulpin,316.0
9,swalot,317.0
9,grumpig,326.0
9,spinda,327.0
9,flygon,330.0
9,cacnea,331.0
9,cacturne,332.0
9,zangoose,335.0
9,kecleon,352.0
9,dusclops,356.0
9,metang,375.0
9,metagross,376.0
9,regirock,377.0
9,regice,378.0
9,registeel,379.0
9,groudon,383.0
9,jirachi,385.0
9,deoxys-normal,386.0
9,chimchar,390.0
9,monferno,391.0
9,infernape,392.0
9,cranidos,408.0
9,rampardos,409.0
9,pachirisu,417.0
9,ambipom,424.0
9,buneary,427.0
9,lopunny,428.0
9,munchlax,446.0
9,riolu,447.0
9,lucario,448.0
9,croagunk,453.0
9,toxicroak,454.0
9,lickilicky,463.0
9,rhyperior,464.0
9,electivire,466.0
9,magmortar,467.0
9,gallade,475.0
9,probopass,476.0
9,dusknoir,477.0
9,uxie,480.0
9,mesprit,481.0
9,azelf,482.0
9,regigigas,486.0
9,victini,494.0
9,pignite,499.0
9,emboar,500.0
9,watchog,505.0
9,audino,531.0
9,timburr,532.0
9,gurdurr,533.0
9,conkeldurr,534.0
9,throh,538.0
9,sawk,539.0
9,scraggy,559.0
9,scrafty,560.0
9,reuniclus,579.0
9,eelektross,604.0
9,druddigon,621.0
9,golett,622.0
9,golurk,623.0
9,heatmor,631.0
9,thundurus-incarnate,642.0
9,zekrom,644.0
9,meloetta-aria,648.0
9,chespin,650.0
9,quilladin,651.0
9,chesnaught,652.0
9,braixen,654.0
9,delphox,655.0
9,diggersby,660.0
9,pancham,674.0
9,pangoro,675.0
9,heliolisk,695.0
9,hawlucha,701.0
9,dedenne,702.0
9,goodra,706.0
9,hoopa,720.0
9,incineroar,727.0
9,gumshoos,735.0
9,crabrawler,739.0
9,crabominable,740.0
9,stufful,759.0
9,bewear,760.0
9,kommo-o,784.0
9,tapu-koko,785.0
9,buzzwole,794.0
9,xurkitree,796.0
9,marshadow,802.0
9,zeraora,807.0
9,melmetal,809.0
9,toxtricity-amped,849.0
9,grimmsnarl,861.0
9,obstagoon,862.0
9,morpeko-full-belly,877.0
9,dracozolt,880.0
9,arctozolt,881.0
9,kubfu,891.0
9,urshifu-single-strike,892.0
10,charmander,4.0
10,charmeleon,5.0
10,charizard,6.0
10,sandshrew,27.0
10,sandslash,28.0
10,nidoran-f,29.0
10,nidorina,30.0
10,nidoqueen,31.0
10,paras,46.0
10,parasect,47.0
10,diglett,50.0
10,dugtrio,51.0
10,meowth,52.0
10,persian,53.0
10,psyduck,54.0
10,golduck,55.0
10,mankey,56.0
10,primeape,57.0
10,kabuto,140.0
10,kabutops,141.0
10,totodile,158.0
10,croconaw,159.0
10,feraligatr,160.0
10,sentret,161.0
10,furret,162.0
10,aipom,190.0
10,sneasel,215.0
10,teddiursa,216.0
10,ursaring,217.0
10,torchic,255.0
10,combusken,256.0
10,blaziken,257.0
10,slakoth,287.0
10,vigoroth,288.0
10,slaking,289.0
10,nincada,290.0
10,ninjask,291.0
10,shedinja,292.0
10,sableye,302.0
10,zangoose,335.0
10,anorith,347.0
10,armaldo,348.0
10,kecleon,352.0
10,absol,359.0
10,chimchar,390.0
10,monferno,391.0
10,infernape,392.0
10,ambipom,424.0
10,glameow,431.0
10,purugly,432.0
10,stunky,434.0
10,skuntank,435.0
10,weavile,461.0
10,purrloin,509.0
10,liepard,510.0
10,pansage,511.0
10,pansear,513.0
10,panpour,515.0
10,drilbur,529.0
10,excadrill,530.0
10,zorua,570.0
10,zoroark,571.0
10,axew,610.0
10,fraxure,611.0
10,haxorus,612.0
10,druddigon,621.0
10,pawniard,624.0
10,bisharp,625.0
10,fennekin,653.0
10,braixen,654.0
10,delphox,655.0
10,espurr,677.0
10,meowstic-male,678.0
10,binacle,688.0
10,barbaracle,689.0
10,litten,725.0
10,torracat,726.0
10,incineroar,727.0
10,salandit,757.0
10,salazzle,758.0
10,mimikyu-disguised,778.0
10,zeraora,807.0
10,grookey,810.0
10,thwackey,811.0
10,rillaboom,812.0
10,perrserker,863.0
10,zarude,893.0
11,krabby,98.0
11,kingler,99.0
11,pinsir,127.0
11,mawile,303.0
11,corphish,341.0
11,crawdaunt,342.0
11,klink,599.0
11,klang,600.0
11,klinklang,601.0
11,durant,632.0
11,clauncher,692.0
11,clawitzer,693.0
11,grubbin,736.0
11,charjabug,737.0
11,vikavolt,738.0
11,regidrago,895.0
12,krabby,98.0
12,kingler,99.0
12,pinsir,127.0
12,gligar,207.0
12,corphish,341.0
12,crawdaunt,342.0
12,gliscor,472.0
12,axew,610.0
12,fraxure,611.0
12,haxorus,612.0
12,pawniard,624.0
12,bisharp,625.0
12,durant,632.0
12,vikavolt,738.0
12,kartana,798.0
13,bulbasaur,1.0
13,butterfree,12.0
13,pidgey,16.0
13,pidgeotto,17.0
13,pidgeot,18.0
13,spearow,21.0
13,fearow,22.0
13,zubat,41.0
13,golbat,42.0
13,venomoth,49.0
13,farfetchd,83.0
13,horsea,116.0
13,scyther,123.0
13,kabutops,141.0
13,aerodactyl,142.0
13,articuno,144.0
13,zapdos,145.0
13,moltres,146.0
13,dragonite,149.0
13,mew,151.0
13,totodile,158.0
13,girafarig,203.0
13,gligar,207.0
13,scizor,212.0
13,treecko,252.0
13,seedot,273.0
13,nuzleaf,274.0
13,zangoose,335.0
13,tropius,357.0
13,absol,359.0
13,buizel,418.0
13,floatzel,419.0
13,pidove,519.0
13,tranquill,520.0
13,unfezant,521.0
13,sewaddle,540.0
13,axew,610.0
13,fletchling,661.0
13,fletchinder,662.0
13,talonflame,663.0
13,helioptile,694.0
13,heliolisk,695.0
13,noibat,714.0
13,noivern,715.0
13,yveltal,717.0
13,type-null,772.0
13,silvally,773.0
13,drampa,780.0
14,bulbasaur,1.0
14,ivysaur,2.0
14,venusaur,3.0
14,charmander,4.0
14,charmeleon,5.0
14,charizard,6.0
14,beedrill,15.0
14,raticate,20.0
14,sandshrew,27.0
14,sandslash,28.0
14,oddish,43.0
14,gloom,44.0
14,vileplume,45.0
14,paras,46.0
14,parasect,47.0
14,bellsprout,69.0
14,weepinbell,70.0
14,victreebel,71.0
14,tentacool,72.0
14,tentacruel,73.0
14,rapidash,78.0
14,farfetchd,83.0
14,doduo,84.0
14,dodrio,85.0
14,krabby,98.0
14,kingler,99.0
14,exeggcute,102.0
14,exeggutor,103.0
14,cubone,104.0
14,marowak,105.0
14,lickitung,108.0
14,rhyhorn,111.0
14,rhydon,112.0
14,tangela,114.0
14,goldeen,118.0
14,seaking,119.0
14,scyther,123.0
14,pinsir,127.0
14,kabutops,141.0
14,mew,151.0
14,chikorita,152.0
14,bayleef,153.0
14,meganium,154.0
14,totodile,158.0
14,croconaw,159.0
14,feraligatr,160.0
14,ledyba,165.0
14,ledian,166.0
14,ariados,168.0
14,bellossom,182.0
14,hoppip,187.0
14,skiploom,188.0
14,jumpluff,189.0
14,sunkern,191.0
14,sunflora,192.0
14,gligar,207.0
14,qwilfish,211.0
14,scizor,212.0
14,heracross,214.0
14,sneasel,215.0
14,teddiursa,216.0
14,ursaring,217.0
14,skarmory,227.0
14,celebi,251.0
14,treecko,252.0
14,grovyle,253.0
14,sceptile,254.0
14,torchic,255.0
14,combusken,256.0
14,blaziken,257.0
14,lotad,270.0
14,lombre,271.0
14,ludicolo,272.0
14,seedot,273.0
14,nuzleaf,274.0
14,shiftry,275.0
14,shroomish,285.0
14,breloom,286.0
14,ninjask,291.0
14,mawile,303.0
14,roselia,315.0
14,cacnea,331.0
14,cacturne,332.0
14,zangoose,335.0
14,seviper,336.0
14,solrock,338.0
14,corphish,341.0
14,crawdaunt,342.0
14,lileep,345.0
14,cradily,346.0
14,anorith,347.0
14,armaldo,348.0
14,tropius,357.0
14,absol,359.0
14,walrein,365.0
14,groudon,383.0
14,rayquaza,384.0
14,turtwig,387.0
14,grotle,388.0
14,torterra,389.0
14,chimchar,390.0
14,monferno,391.0
14,infernape,392.0
14,empoleon,395.0
14,bidoof,399.0
14,bibarel,400.0
14,kricketune,402.0
14,budew,406.0
14,roserade,407.0
14,cranidos,408.0
14,rampardos,409.0
14,cherubi,420.0
14,cherrim,421.0
14,garchomp,445.0
14,riolu,447.0
14,lucario,448.0
14,skorupi,451.0
14,drapion,452.0
14,toxicroak,454.0
14,carnivine,455.0
14,snover,459.0
14,abomasnow,460.0
14,weavile,461.0
14,lickilicky,463.0
14,rhyperior,464.0
14,tangrowth,465.0
14,leafeon,470.0
14,gliscor,472.0
14,gallade,475.0
14,darkrai,491.0
14,shaymin-land,492.0
14,arceus,493.0
14,snivy,495.0
14,servine,496.0
14,serperior,497.0
14,oshawott,501.0
14,dewott,502.0
14,samurott,503.0
14,patrat,504.0
14,watchog,505.0
14,drilbur,529.0
14,excadrill,530.0
14,leavanny,542.0
14,scolipede,545.0
14,lilligant,549.0
14,dwebble,557.0
14,crustle,558.0
14,zorua,570.0
14,zoroark,571.0
14,sawsbuck,586.0
14,karrablast,588.0
14,escavalier,589.0
14,ferrothorn,598.0
14,axew,610.0
14,fraxure,611.0
14,haxorus,612.0
14,beartic,614.0
14,mienfoo,619.0
14,mienshao,620.0
14,pawniard,624.0
14,bisharp,625.0
14,bouffalant,626.0
14,cobalion,638.0
14,terrakion,639.0
14,virizion,640.0
14,landorus-incarnate,645.0
14,keldeo-ordinary,647.0
14,chespin,650.0
14,quilladin,651.0
14,chesnaught,652.0
14,bunnelby,659.0
14,diggersby,660.0
14,fletchling,661.0
14,fletchinder,662.0
14,talonflame,663.0
14,pancham,674.0
14,pangoro,675.0
14,honedge,679.0
14,doublade,680.0
14,aegislash-shield,681.0
14,binacle,688.0
14,barbaracle,689.0
14,clauncher,692.0
14,clawitzer,693.0
14,hawlucha,701.0
14,rowlet,722.0
14,dartrix,723.0
14,decidueye,724.0
14,litten,725.0
14,torracat,726.0
14,incineroar,727.0
14,pikipek,731.0
14,trumbeak,732.0
14,toucannon,733.0
14,oricorio-baile,741.0
14,rockruff,744.0
14,lycanroc-midday,745.0
14,fomantis,753.0
14,lurantis,754.0
14,stufful,759.0
14,bewear,760.0
14,golisopod,768.0
14,type-null,772.0
14,silvally,773.0
14,komala,775.0
14,mimikyu-disguised,778.0
14,bruxish,779.0
14,dhelmise,781.0
14,jangmo-o,782.0
14,hakamo-o,783.0
14,kommo-o,784.0
14,tapu-bulu,787.0
14,kartana,798.0
14,necrozma,800.0
14,grookey,810.0
14,thwackey,811.0
14,rillaboom,812.0
14,inteleon,818.0
14,greedent,820.0
14,dubwool,832.0
14,drednaw,834.0
14,hatterene,858.0
14,perrserker,863.0
14,sirfetchd,865.0
14,falinks,870.0
14,duraludon,884.0
14,zacian,888.0
14,glastrier,896.0
15,bulbasaur,1.0
